PC-1,      PC-2,           PC-3,        PC-4, class
0.0,1921.0453450886184,287.10268624123137,0.0,1
0.0,1861.9512665608759,249.20918365048882,0.0,1
0.0,1928.3153167001287,315.46858587402215,0.0,1
0.0,1909.846491057737,249.21859138065403,0.0,1
0.0,1947.3137732640428,279.77224768284697,0.0,1
0.0,1866.9785361385932,241.47687493110996,0.0,1
0.0,1905.7101258490247,298.42126155124816,0.0,1
0.0,1449.5365170824412,124.42640619073264,0.0,1
0.0,1428.5219537390913,181.44822644739784,0.0,1
0.0,1395.286368888859,232.3350846969717,0.0,1
0.0,1542.623784095585,385.0715986585688,0.0,1
0.0,1469.2111594555838,184.3016682321592,0.0,1
0.0,1410.1931181922475,150.59836392244628,0.0,1
0.0,1510.2935321465827,286.32440616073615,0.0,1
0.0,1621.8267202913605,355.2432384799308,0.0,1
0.0,1545.3232463965298,136.26740639369876,0.0,1
0.0,1594.7093796358515,281.66837704878327,0.0,1
0.0,1579.32150182982,263.08667422469097,0.0,1
0.0,1652.9965430524633,306.3927779026627,0.0,1
0.0,1583.1966954950888,198.65192836220456,0.0,1
0.0,1659.9444017955673,245.1946973132592,0.0,1
0.0,1667.2138753258216,353.90756727004873,0.0,1
0.0,1711.7799861645055,377.9999944108087,0.0,1
0.0,1524.4352131194628,148.80112335189466,0.0,1
0.0,1630.5594130483355,298.9998150759365,0.0,1
0.0,1622.5127162096655,173.5059984153214,0.0,1
0.0,1492.2326982895277,116.49341210340454,0.0,1
0.0,1647.6771681288028,327.02564905658267,0.0,1
0.0,1609.1842097787674,273.8215721673825,0.0,1
0.0,1616.9975173759506,191.86427512951494,0.0,1
0.0,1488.2154963053354,222.2767192583257,0.0,1
0.0,1557.4926564953894,187.2562495578168,0.0,1
0.0,1649.515891299528,202.3868092718608,0.0,1
0.0,1632.9204495236859,309.090733163394,0.0,1
0.0,1619.4041057170514,319.30335949311785,0.0,1
0.0,1571.8394579198016,129.99754709421663,0.0,1
0.0,1599.1308740550876,267.86994574847057,0.0,1
0.0,1606.9048481872642,241.92552261948543,0.0,1
0.0,1603.569825770156,92.47281425659102,0.0,1
0.0,1651.1529982197605,309.3380158613866,0.0,1
0.0,1650.6285560805075,309.0683145277259,0.0,1
0.0,1664.9365000259907,195.65526736984702,0.0,1
0.0,1578.0722103237815,248.20954406961067,0.0,1
0.0,1638.6414776681963,245.51761358340244,0.0,1
0.0,1712.5212377054893,342.6193720471697,0.0,1
0.0,1597.2521151411331,34.191534855765035,0.0,1
0.0,1645.9348552097376,125.549073259962,0.0,1
0.0,1666.3100243992144,232.2245247090009,0.0,1
0.0,1577.9372756266962,85.98874171785353,0.0,1
0.0,1652.395117791951,222.60253553071342,0.0,1
0.0,1711.8326706970126,255.31325717377246,0.0,1
0.0,1678.002200893712,262.161410480124,0.0,1
0.0,1652.8006709979568,189.2913843344319,0.0,1
0.0,1821.597402373146,289.2975416142057,0.0,1
0.0,1874.781537174829,268.2576116113964,0.0,1
0.0,1838.325731950901,273.2504079415931,0.0,1
0.0,1756.5605776828907,166.9597063297947,0.0,1
0.0,1915.1676574719088,207.98232674674992,0.0,1
0.0,1855.216980263328,155.7326506165339,0.0,1
0.0,1959.9631844370506,209.82437953104446,0.0,1
0.0,2016.577628151121,318.8874030745907,0.0,1
0.0,2085.5344918418764,376.94312904581733,0.0,1
0.0,1940.0214071674825,337.5398442464671,0.0,1
0.0,1806.718187203252,156.23177689397332,0.0,1
0.0,1890.718568243914,181.38713317105544,0.0,1
0.0,1975.5247192547235,286.62078474022667,0.0,1
0.0,1940.4670633646585,328.2403640637945,0.0,1
0.0,1882.4689323166594,316.5078124328632,0.0,1
0.0,1430.1779674588586,296.7864494690026,0.0,1
0.0,1568.1950606097178,351.6146580936771,0.0,1
0.0,1446.610904288601,250.83691373453098,0.0,1
0.0,1463.0751835021563,228.87350545037964,0.0,1
0.0,1614.1213236782016,545.6605463169907,159.45646508530174,1
0.0,1641.4575213855014,392.58279932103983,0.0,1
0.0,1530.4051549407466,236.4545866337806,0.0,1
0.0,1459.1146150681586,330.66923725510014,0.0,1
0.0,1567.5347820763088,344.28546096085853,0.0,1
0.0,1556.5542094820667,266.943225720298,0.0,1
0.0,1572.5508421611719,264.7401235665469,0.0,1
0.0,1597.4110402036565,376.19510373084455,0.0,1
0.0,1650.4809972884027,314.9850324579407,0.0,1
0.0,1614.6890964934164,445.49703086046486,30.48412493566769,1
0.0,1393.9509069564044,115.66562571370771,0.0,1
0.0,1516.423275735046,257.06052274905244,0.0,1
0.0,1621.0004647534759,320.31782561978133,0.0,1
0.0,1583.096566097335,366.8025150646498,0.0,1
0.0,1609.1712158287423,282.5710096848497,0.0,1
0.0,1582.3860419847995,269.7458452740969,0.0,1
0.0,1576.6060837666253,352.0672654341848,0.0,1
0.0,1484.2426185863196,251.29526757178715,0.0,1
0.0,1568.3179078886892,232.10976803855368,0.0,1
0.0,1527.5036975932337,262.9613836188644,0.0,1
0.0,1569.8036100303814,275.7585042008617,0.0,1
0.0,1638.6820856498525,284.84734442314283,0.0,1
0.0,1718.8088450722285,384.0594283080062,0.0,1
0.0,1665.012532300165,344.9229468292848,0.0,1
0.0,1652.8942368266885,188.8512216502812,0.0,1
0.0,1730.1704152855884,291.00716134212604,0.0,1
0.0,1641.9365001857361,322.052976827228,0.0,1
0.0,1586.950130522719,242.5190220743697,0.0,1
0.0,1636.750430603595,312.5286002208012,0.0,1
0.0,1627.5879287651412,362.5844490308448,0.0,1
0.0,1589.971716812867,215.83323534108035,0.0,1
0.0,1615.3707947537662,274.9103842273467,0.0,1
0.0,1637.5682581773801,252.2019070394053,0.0,1
0.0,1650.4371029440815,224.42743338715943,0.0,1
0.0,1718.0679703503124,349.9329420845373,0.0,1
0.0,1611.4653968165783,247.44924963086643,0.0,1
0.0,1732.9650533892068,247.48315772144332,0.0,1
0.0,1720.7882141168134,285.1462645266132,0.0,1
0.0,1674.429493706911,222.91235499747185,0.0,1
0.0,1778.5432762577786,284.11129349004625,0.0,1
0.0,1809.8425745957475,272.93018437830966,0.0,1
0.0,1822.6881237125413,407.8379038795202,0.0,1
0.0,1763.7358630171052,292.4500224628278,0.0,1
0.0,1712.7003807915075,167.7206611017235,0.0,1
0.0,1855.9197351422129,261.6695542729057,0.0,1
0.0,1976.9992908057916,429.8379045109792,0.0,1
0.0,2049.6074839100675,354.4703934427202,0.0,1
0.0,2002.3623673686245,319.1043064340825,0.0,1
0.0,1874.4453397012576,189.57347831567736,0.0,1
0.0,1827.2259397118871,275.3428781510559,0.0,1
0.0,1882.770450426563,276.78216900737243,0.0,1
0.0,2008.7016688795763,329.4990913684008,0.0,1
0.0,1980.186204360313,221.3998303321521,0.0,1
0.0,2031.9745684124728,277.9746230650948,0.0,1
0.0,1939.137025278893,332.1725662033478,0.0,1
0.0,2610.476872674989,69.51847714123986,0.0,1
0.0,2649.833512858714,147.11686773677266,0.0,1
0.0,2692.6725520779505,224.33371135994454,0.0,1
0.0,2539.087837315509,50.58056056324497,0.0,1
0.0,2708.414304637431,130.39824072989165,0.0,1
0.0,2734.655236716139,104.78254608502137,0.0,1
0.0,2967.382467954872,65.94518572011562,0.0,1
0.0,2809.998082019909,57.6533598367215,0.0,1
0.0,2720.4040294647994,0.0,0.0,1
0.0,2805.3632106390955,0.0,0.0,1
0.0,2764.73179943941,0.0,0.0,1
0.0,2567.363445511006,0.0,0.0,1
0.0,2676.026703591105,0.0,0.0,1
0.0,2819.0243687912835,0.0,0.0,1
0.0,2919.6502411576103,0.0,0.0,1
0.0,2440.479129128308,0.0,0.0,1
0.0,2327.619106870137,0.0,0.0,1
0.0,2487.924816318055,0.0,0.0,1
0.0,2604.750257921982,0.0,0.0,1
0.0,2684.186316629625,0.0,0.0,1
0.0,2726.306256213258,0.0,0.0,1
0.0,2887.979490849356,0.0,0.0,1
0.0,2880.623340719332,0.0,0.0,1
0.0,2869.6312849786186,0.0,0.0,1
0.0,2830.2107194670243,0.0,0.0,1
0.0,2924.039333219592,12.41961932924067,0.0,1
0.0,2906.5523959786187,55.7694439660473,0.0,1
0.0,2760.2948921252705,0.0,0.0,1
0.0,2782.1115207494104,0.0,0.0,1
0.0,2867.721024203181,120.16183165280701,0.0,1
0.0,2877.2004116856206,108.68485036837652,0.0,1
0.0,2984.3310238213207,123.18223737407024,0.0,1
0.0,2940.2794181793047,256.95908998665334,0.0,1
0.0,2719.7845261696234,109.1086030244065,0.0,1
0.0,2702.171432857515,250.26091126707848,0.0,1
0.0,2667.365754638953,214.18261591005157,0.0,1
0.0,2676.3416766580435,194.45280555000062,0.0,1
0.0,2704.183532842052,378.59717469333367,0.0,1
0.0,2525.297162425216,172.8404736874733,0.0,1
0.0,2599.1867581279057,404.2296140777114,0.0,1
0.0,2013.3265627150784,254.2606980675974,0.0,1
0.0,1943.9544366758216,44.39642518171303,0.0,1
0.0,1929.8060729227768,105.9504984332927,0.0,1
0.0,1911.3274090941406,203.21774593856998,0.0,1
0.0,1783.8403458323367,51.503518871594,0.0,1
0.0,1754.9436459282267,44.46540415221738,0.0,1
0.0,1847.5766393324427,118.18046621080777,0.0,1
0.0,1791.214823230051,76.7303595004756,0.0,1
0.0,1503.7810739375986,304.2286143882942,0.0,1
0.0,1457.8044083274212,183.4093627483686,0.0,1
0.0,1454.1633655297446,241.53513042181686,0.0,1
0.0,1526.5789511175806,260.70016532965445,0.0,1
0.0,1610.0873125525934,378.5112507255149,0.0,1
0.0,1496.2059235619288,185.10107476674648,0.0,1
0.0,1429.9588846435202,173.1857607415382,0.0,1
0.0,1622.0307503170136,432.21354229289193,187.17871381972054,1
0.0,1440.3741660807316,174.32612641469598,0.0,1
0.0,1500.9433732960529,261.8684072167232,0.0,1
0.0,1455.8450463196384,99.19453156319942,0.0,1
0.0,1512.5444358784512,248.7479420182425,0.0,1
0.0,1496.6825623676,245.4652717290819,0.0,1
0.0,1533.987379151554,266.5297080970465,0.0,1
0.0,1521.4359797899347,147.17547240010768,0.0,1
0.0,1504.1526833646512,301.1872748030821,0.0,1
0.0,1637.2939601820583,287.7375271607172,0.0,1
0.0,1528.0645501298825,233.6229875808775,0.0,1
0.0,1435.4422745568286,135.2609500551592,0.0,1
0.0,1506.9099348401153,169.0323535206036,0.0,1
0.0,1527.105901080162,178.16302308698795,0.0,1
0.0,1545.2250401576612,242.1209798549857,0.0,1
0.0,1445.2165482259811,105.74553544569923,0.0,1
0.0,1652.665374057516,291.09549124002035,0.0,1
0.0,1636.7741464399771,220.41817434107224,0.0,1
0.0,1812.997983742693,288.2171587346685,0.0,1
0.0,1692.3979229829936,268.70757954256914,0.0,1
0.0,1600.8821569834479,211.56951758793883,0.0,1
0.0,1604.1024151885156,210.7765206840561,0.0,1
0.0,1637.1684613776392,262.04316667723,0.0,1
0.0,1627.7645095876132,159.35497208465608,0.0,1
0.0,1534.9522116859368,186.17710470617484,0.0,1
0.0,1632.151617846798,164.57699288902805,0.0,1
0.0,1630.2307916169486,266.4753270211291,0.0,1
0.0,1687.3371874867605,327.5817679430886,0.0,1
0.0,1647.4530364501475,228.29683747362373,0.0,1
0.0,1674.2936810406754,236.2152302307153,0.0,1
0.0,1653.594769412911,160.1070398742937,0.0,1
0.0,1780.8022759940732,353.89028306096463,0.0,1
0.0,1698.518636256313,230.89955646688355,0.0,1
0.0,1770.843072369158,259.50566491366106,0.0,1
0.0,1774.0017080789291,146.38656644306357,0.0,1
0.0,1840.7459463740286,273.21365247544827,0.0,1
0.0,1827.2378121506479,267.19129663193087,0.0,1
0.0,1739.6053270695425,220.45250880026836,0.0,1
0.0,1862.5269377797772,342.27569337662436,0.0,1
0.0,1983.4608131693624,414.88218614494593,0.0,1
0.0,1874.1198719628226,260.8021202488935,0.0,1
0.0,1775.656771696585,253.08532147955154,0.0,1
0.0,1782.9186480185133,225.6646490800522,0.0,1
0.0,1736.1709690501525,180.3758361507961,0.0,1
0.0,1941.816521500094,298.6260792467696,0.0,1
0.0,1982.1076445525491,278.8079438362099,0.0,1
0.0,1904.879602109228,172.38460918238567,0.0,1
0.0,2044.257429902369,330.2409101496715,0.0,1
0.0,2012.564143712508,390.5232360609555,0.0,1
0.0,2556.4099763766753,88.78609270861227,0.0,1
0.0,2837.797810365897,194.67600404832973,0.0,1
0.0,2905.355894406534,219.82328596112697,0.0,1
0.0,2943.7373571805824,250.75273595420097,0.0,1
0.0,2979.649722270205,279.0409229058311,0.0,1
0.0,3099.890989410252,243.1515756699109,0.0,1
0.0,3207.105120480158,173.90976131959934,0.0,1
0.0,3367.947625696644,132.27362367246621,0.0,1
0.0,3086.139406865644,0.0,0.0,1
0.0,3238.779306037472,53.170693186559824,0.0,1
0.0,3080.733658528009,0.0,0.0,1
0.0,2963.004316495257,0.0,0.0,1
0.0,2597.624931848315,0.0,0.0,1
0.0,2527.064756102317,0.0,0.0,1
0.0,2632.7734538543405,0.0,0.0,1
0.0,2830.97070189841,0.0,0.0,1
0.0,2617.601005089929,0.0,0.0,1
0.0,2387.3678835706946,0.0,0.0,1
0.0,2417.0605631398607,0.0,0.0,1
0.0,2386.6606903905904,0.0,0.0,1
0.0,2472.7511723981474,0.0,0.0,1
0.0,2689.289475655304,0.0,0.0,1
0.0,3012.3608771534496,0.0,0.0,1
0.0,2967.6981838298852,0.0,0.0,1
0.0,2914.379534938185,0.0,0.0,1
0.0,2961.146685724329,0.0,0.0,1
0.0,3071.872209362811,47.886544894929045,0.0,1
0.0,2830.626180908071,0.0,0.0,1
0.0,2706.6933490295387,0.0,0.0,1
0.0,2832.8714741576764,0.0,0.0,1
0.0,2968.9854236803503,0.0,0.0,1
0.0,3058.978753185816,0.0,0.0,1
0.0,3108.089451978323,149.48129844226463,0.0,1
0.0,3055.0653756771394,142.4348957083704,0.0,1
0.0,2999.044031662384,173.1812139196397,0.0,1
0.0,2813.014076656141,42.748974285473984,0.0,1
0.0,2841.0426442312164,111.84814171430708,0.0,1
0.0,2915.741566491141,274.71512426852456,0.0,1
0.0,2942.376633471796,335.5526898814677,0.0,1
0.0,2773.9207447660665,206.9894671707035,0.0,1
0.0,2818.5207156453303,306.46795024368106,0.0,1
0.0,2679.255906995138,240.18919019542304,0.0,1
0.0,2637.100840992189,301.2565476481345,0.0,1
0.0,2511.5085289916847,141.98924344527825,0.0,1
0.0,2445.8345366587523,81.92074900956273,0.0,1
0.0,2448.5440695627904,332.50754505096137,0.0,1
0.0,2329.5317353025985,255.59252090343685,0.0,1
0.0,2228.369438440092,232.94929448748002,0.0,1
0.0,2226.7393724776884,208.4667216605061,0.0,1
0.0,2192.7010340729225,291.7769151654029,0.0,1
0.0,2221.2259930452606,306.43071753574316,0.0,1
0.0,2158.1958580861315,241.90886765458282,0.0,1
0.0,2109.2248986052123,245.20884041288528,0.0,1
0.0,2064.7636741372626,185.23705463541904,0.0,1
0.0,1985.197424505721,240.08058175400936,0.0,1
0.0,1989.9202389874758,248.22925846692056,0.0,1
0.0,1891.642539613421,207.0503482560757,0.0,1
0.0,1850.0197174940447,144.6017362055446,0.0,1
0.0,1887.6140335663888,89.02689752003134,0.0,1
0.0,1864.6718084471563,255.83714238536479,0.0,1
0.0,1824.8797493734521,109.09842691159979,0.0,1
0.0,1857.6973755225101,204.68022982207358,0.0,1
0.0,1850.7139748224085,66.15346734185489,0.0,1
0.0,1768.845742043227,114.76610716441822,0.0,1
0.0,1797.2039234520043,160.0219935663241,0.0,1
0.0,1754.6864366648153,203.69534599979167,0.0,1
0.0,1671.8991817547503,86.56354170931485,0.0,1
0.0,1516.2619722750674,326.1607239855368,0.0,1
0.0,1475.2320813273043,274.4600026057813,0.0,1
0.0,1487.7664305697947,263.2033990360485,0.0,1
0.0,1512.7557371786677,255.8540681410581,0.0,1
0.0,1503.3726637814025,211.171448719969,0.0,1
0.0,1514.773398313958,332.48308263068344,0.0,1
0.0,1471.4971170084534,207.12324439473298,0.0,1
0.0,1531.0887826742776,197.15150095749487,0.0,1
0.0,1577.1218714856436,301.92901856608086,0.0,1
0.0,1555.2475695312924,329.84513690637664,0.0,1
0.0,1501.811053817362,264.49249730951925,0.0,1
0.0,1432.5054309084082,183.07491808125422,0.0,1
0.0,1482.8198625904242,225.17116294116715,0.0,1
0.0,1497.3165666659838,240.2151244834327,0.0,1
0.0,1452.8005285892968,218.27546236973427,0.0,1
0.0,1436.6546519742237,181.22741333373008,0.0,1
0.0,1468.9231178213122,148.89309339606675,0.0,1
0.0,1520.3171385039166,319.0455402675319,0.0,1
0.0,1400.85329175477,188.6486384395924,0.0,1
0.0,1477.537160982601,145.67480979445781,0.0,1
0.0,1623.978201345315,247.11642306509967,0.0,1
0.0,1663.9911279965338,240.2402033372869,0.0,1
0.0,1696.1527531515585,241.72188610623746,0.0,1
0.0,1655.0757107608983,322.7184637481756,0.0,1
0.0,1582.796020380802,282.3537854422276,0.0,1
0.0,1639.4658707423655,303.67334865272244,0.0,1
0.0,1598.6621443960835,239.886771234487,0.0,1
0.0,1630.909691165741,207.29214156379055,0.0,1
0.0,1510.6186243347586,166.0047417782882,0.0,1
0.0,1805.7575820097848,435.0171858263382,0.0,1
0.0,1588.7078984568052,141.58190387241459,0.0,1
0.0,1577.40653644951,166.2895307844864,0.0,1
0.0,1660.1386294448846,309.48153223408195,0.0,1
0.0,1591.5983235673264,283.49139448104165,0.0,1
0.0,1585.4908780010196,183.17116900710067,0.0,1
0.0,1582.8437684143241,147.68523540417638,0.0,1
0.0,1748.2116835219094,357.0408856616248,0.0,1
0.0,1774.3955819466903,360.53345394200244,0.0,1
0.0,1715.6908456110507,139.53196271709683,0.0,1
0.0,1770.9527548804115,222.67169920842224,0.0,1
0.0,1818.25285221412,303.4560578266148,0.0,1
0.0,1736.3555673827973,184.79403010350043,0.0,1
0.0,1862.1888680729608,329.51047721905917,0.0,1
0.0,1820.5711629623568,290.8463167002309,0.0,1
0.0,1806.479798029231,231.44966606100948,0.0,1
0.0,1711.0067963738766,265.980638329846,0.0,1
0.0,1718.3501395952194,297.4431541069161,0.0,1
0.0,1663.7707996308343,194.9184121142243,0.0,1
0.0,1812.4612034826687,219.86666683422345,0.0,1
0.0,1762.1369706327207,172.69551783255417,0.0,1
0.0,1842.6184555789691,262.8765458230724,0.0,1
0.0,1899.5579663934757,346.09313090205444,0.0,1
0.0,1915.938883877625,318.02138249748845,0.0,1
0.0,2470.715596687045,9.461633314060242,0.0,1
0.0,2510.1448106357057,137.61729638445422,0.0,1
0.0,2585.760670611752,20.27687411596115,0.0,1
0.0,2712.25329325707,11.071240076741967,0.0,1
0.0,2885.6725919594173,0.0,0.0,1
0.0,3224.511112199008,180.05801525987812,0.0,1
0.0,3412.2253993148283,201.2632837899575,0.0,1
0.0,3454.098963556666,135.87691833180085,0.0,1
0.0,3443.420609524233,0.0,0.0,1
0.0,3543.6592578455297,74.12464306060416,0.0,1
0.0,3518.9540821430714,61.78510393768985,0.0,1
0.0,3366.4553478425114,0.0,0.0,1
0.0,3182.0794374159755,0.0,0.0,1
0.0,2736.078880466885,0.0,0.0,1
0.0,2364.580136587165,0.0,0.0,1
0.0,1572.3524596384173,0.0,0.0,1
0.0,2088.3667672286933,0.0,0.0,1
0.0,2700.675879548831,0.0,0.0,1
0.0,2687.091515752329,0.0,0.0,1
0.0,2746.211988001221,0.0,0.0,1
0.0,2602.432526539269,0.0,0.0,1
0.0,2454.7301622933305,0.0,0.0,1
0.0,2442.1216187402274,0.0,0.0,1
0.0,2781.1670553837403,0.0,0.0,1
0.0,2937.4191985806,0.0,0.0,1
0.0,2891.2851095846063,0.0,0.0,1
0.0,3255.5195735919483,0.0,0.0,1
0.0,3130.405200732048,0.0,0.0,1
0.0,2995.108595528111,0.0,0.0,1
0.0,2669.792054742153,0.0,0.0,1
0.0,2547.288059575639,0.0,0.0,1
0.0,2796.4312769270928,0.0,0.0,1
0.0,2996.6305460391145,0.0,0.0,1
0.0,3119.8180945121017,0.0,0.0,1
0.0,3169.834808097411,0.0,0.0,1
0.0,3111.1872685648045,88.6129534375563,0.0,1
0.0,3115.4379851201647,82.43329863611245,0.0,1
0.0,3123.981178184009,26.05543185768241,0.0,1
0.0,3130.0461491197498,151.76149161117246,0.0,1
0.0,3122.958358542578,173.4088425272067,0.0,1
0.0,3230.476361413538,383.0636775910096,0.0,1
0.0,3088.19019853961,127.84496210194028,0.0,1
0.0,3141.7497200341004,273.84651733095404,0.0,1
0.0,2923.9097883952995,196.2190017471548,0.0,1
0.0,2940.6211415063585,193.11504790605045,0.0,1
0.0,2905.1634571648146,187.9045716764492,0.0,1
0.0,2757.543952360304,97.20295445445629,0.0,1
0.0,2728.958243460074,259.9147262384322,0.0,1
0.0,2625.9597434289753,127.4115049318322,0.0,1
0.0,2638.3601966843908,344.7497379934693,0.0,1
0.0,2487.3467441170915,182.4417549474973,0.0,1
0.0,2438.309140313524,161.75869248058544,0.0,1
0.0,2465.4060556995537,305.0060059970937,0.0,1
0.0,2410.5347528840257,279.8221645462631,0.0,1
0.0,2345.8702949697804,229.48125901692842,0.0,1
0.0,2275.800305217474,238.38896594566143,0.0,1
0.0,2118.9027897164647,115.97544373454895,0.0,1
0.0,2179.794703457072,284.01330900965075,0.0,1
0.0,2125.969154631188,246.69937090158243,0.0,1
0.0,2080.544693741792,176.3518250974083,0.0,1
0.0,2081.024680115762,278.4298939953493,0.0,1
0.0,1966.5037526470678,121.87137951353995,0.0,1
0.0,2009.9937761575861,146.2256906299879,0.0,1
0.0,1957.7262580930587,181.91543874483318,0.0,1
0.0,1949.7860013976328,91.49652577251116,0.0,1
0.0,1884.528452380177,136.28984069729913,0.0,1
0.0,1868.9080072796226,109.90929465948969,0.0,1
0.0,1763.5274926755374,98.40011853964712,0.0,1
0.0,1810.5308784863255,204.6050252919569,0.0,1
0.0,1729.2919437438104,118.00909525218829,0.0,1
0.0,1808.7724215802093,208.75144737371758,0.0,1
0.0,1845.7171547655512,229.9125809585099,0.0,1
0.0,1804.1953989595581,247.55708508960305,0.0,1
0.0,1873.2885379954505,285.4965006610828,0.0,1
0.0,1727.7843321878006,154.17116073706282,0.0,1
0.0,1769.971669257402,178.2068923959121,0.0,1
0.0,1740.952503764704,105.38499022709878,0.0,1
0.0,1780.5391295119434,188.2932067135796,0.0,1
0.0,1751.4573151155341,145.22675332176743,0.0,1
0.0,1760.3713712635786,135.26256689238278,0.0,1
0.0,1885.6693564317807,344.4876997069748,0.0,1
0.0,1872.3082209855634,256.4933419020211,0.0,1
0.0,1848.345718926072,198.88031888762944,0.0,1
0.0,1770.2066520194187,211.06545618478646,0.0,1
0.0,1773.693491791049,242.64693975360782,0.0,1
0.0,1786.1772872866056,271.28574074173326,0.0,1
0.0,1717.9939595821563,114.83463026996056,0.0,1
0.0,1471.4910890112164,183.50994160336566,0.0,1
0.0,1513.1230791928076,228.6226108466655,0.0,1
0.0,1490.7762814359432,268.9300604014938,0.0,1
0.0,1533.4279496493716,221.03847579429836,0.0,1
0.0,1539.2074564537781,213.15283313031622,0.0,1
0.0,1542.0000117487439,280.8504150883431,0.0,1
0.0,1498.506736919049,256.52180872259123,0.0,1
0.0,1518.4313683854791,212.599794561712,0.0,1
0.0,1540.3798855858115,307.79937499366906,0.0,1
0.0,1564.542414102488,319.8084902018813,0.0,1
0.0,1488.5518802425022,209.964651758116,0.0,1
0.0,1496.2690207873236,237.2495192711808,0.0,1
0.0,1435.6359285124124,150.33978633613492,0.0,1
0.0,1445.4255300335142,225.07514454306343,0.0,1
0.0,1591.7260437698544,417.7985805550464,0.0,1
0.0,1486.1679163912058,273.4278275275156,0.0,1
0.0,1424.770747727488,181.79720876308545,0.0,1
0.0,1548.5963723065408,240.17605471343032,0.0,1
0.0,1489.9694311329295,203.91432516033703,0.0,1
0.0,1505.3767443474173,311.0154511497557,0.0,1
0.0,1622.6231142667566,329.7351429190676,0.0,1
0.0,1633.2250852277946,397.12160211766746,0.0,1
0.0,1600.9147148579104,360.2245784133184,0.0,1
0.0,1693.68675527029,453.83685900398086,0.0,1
0.0,1673.1169881349474,358.91596422539453,0.0,1
0.0,1633.4268928951526,217.2274033347655,0.0,1
0.0,1549.6425095070347,168.94308089720792,0.0,1
0.0,1566.4035835556658,166.46536399760518,0.0,1
0.0,1581.232033214317,248.19211076375325,0.0,1
0.0,1637.9244004143854,263.69344813039197,0.0,1
0.0,1630.0648758407654,286.292987854799,0.0,1
0.0,1619.0738081255633,299.3705669255505,0.0,1
0.0,1663.3759748054183,192.28179973672658,0.0,1
0.0,1675.3764659740893,264.6589117418798,0.0,1
0.0,1623.5979566074152,251.29674233920846,0.0,1
0.0,1704.992944504437,212.60893226372508,0.0,1
0.0,1726.5996711171365,273.0162115481197,0.0,1
0.0,1711.612056019534,219.55343034756626,0.0,1
0.0,1939.4842224265008,321.7955974093347,0.0,1
